post_title,post_name,post_parent,ID,post_content,post_excerpt,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,visibility,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,meta:total_sales,meta:_global_unique_id,meta:_yoast_wpseo_focuskw,meta:_yoast_wpseo_canonical,meta:_yoast_wpseo_bctitle,meta:_yoast_wpseo_meta-robots-adv,meta:_yoast_wpseo_is_cornerstone,meta:_yoast_wpseo_metadesc,meta:_yoast_wpseo_linkdex,meta:_yoast_wpseo_estimated-reading-time-minutes,meta:_yoast_wpseo_content_score,meta:_yoast_wpseo_title,meta:_yoast_wpseo_metakeywords,tax:product_brand,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,tax:pos_product_visibility,attribute:Display,attribute_data:Display,attribute:OS,attribute_data:OS,attribute:Processor,attribute_data:Processor,attribute:Rear Camera,attribute_data:Rear Camera,attribute:pa_color,attribute_data:pa_color
Premier Solar Submersible Pump 20M Lift Height DC Solar Pump 24V/150W,premier-solar-submersible-pump-20m-lift-height-dc-solar-pump-24v-150watts,,14619,"<div class=""card aim -mtm""><header class=""-pvs -bb"">
<h2 class=""-fs20 -m -phm -pvxs"">Product details</h2>
</header>
<div class=""markup -mhm -pvl -oxa -sc"">

<b>The Premier Solar Submersible Pump</b> is a powerful and efficient pump that is perfect for solar-powered applications. With a lift height of 20 meters, a flow rate of 7 cubic meters per hour, and a 150-watt DC motor, this pump can easily deliver water to your home, garden, or farm. The pump is also made of high-quality materials that are resistant to corrosion and wear, making it a reliable and long-lasting choice.

Here are some of the key features of the Premier Solar Submersible Pump:
<ul>
 	<li>Powerful 150-watt DC motor</li>
 	<li>20-meter lift height</li>
 	<li>7 cubic meters per hour flow rate</li>
 	<li>1 outlet</li>
 	<li>Durable construction</li>
 	<li>Made of high-quality materials</li>
 	<li>Resistant to corrosion and wear</li>
</ul>
The Premier Solar Submersible Pump is the perfect choice for anyone who needs a powerful and efficient solar-powered pump. It is easy to install and maintain, and it is built to last. Order your Premier Solar Submersible Pump today!

Here are some additional benefits of the Premier Solar Submersible Pump:
<ul>
 	<li>It is a quiet pump, so you won't be disturbed by the noise.</li>
 	<li>It is energy-efficient, so you can save money on your energy bills.</li>
 	<li>It is corrosion-resistant, so it can withstand the harsh conditions of the weather.</li>
</ul>
If you are looking for a powerful, efficient, and reliable solar-powered pump, then the Premier Solar Submersible Pump is the perfect choice for you. Order yours today!

</div>
</div>
<section class=""card aim -mtm -fs16"">
<div id=""specifications"" class=""hook""></div>
<header class=""-pvs -bb"">
<h2 class=""-fs20 -m -phm -pvxs"">Specifications</h2>
</header>
<div class=""row -pas""><article class=""col8 -pvs"">
<div class=""card-b -fh"">
<h2 class=""hdr -upp -fs14 -m -pam"">Key Features</h2>
<div class=""markup -pam"">
<ul>
 	<li>Powerful 150-watt DC motor</li>
 	<li>20-meter lift height</li>
 	<li>7 cubic meters per hour flow rate</li>
 	<li>1 outlet</li>
 	<li>Durable construction</li>
 	<li>Made of high-quality materials</li>
 	<li>Resistant to corrosion and wear</li>
</ul>
</div>
</div>
</article></div>
</section>",,Published,,0,2024-08-22 05:10:18,1,open,,,,no,no,,7499,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,https://powertoolsplugke.co.ke/wp-content/uploads/2024/11/1-2024-08-22T080849.465.jpg ! alt :  ! title : 1 - 2024-08-22T080849.465 ! desc :  ! caption : ,,https://powertoolsplugke.co.ke/product/premier-solar-submersible-pump-20m-lift-height-dc-solar-pump-24v-150watts/,0,,,,,,,,,,,,,,simple,,Water Pumps,,,,,,,,,,,,,
Rutanpump Rutan Pump 48V 400W High Lift Submasive Pump,rutanpump-rutan-pump-48v-400w-high-lift-submasive-pump,,14622,"<h2 style=""font-weight: 500;"">Product details</h2>
The Solar-Powered direct water pump Kit is conveniently powered by energy from sunlight, no external batteries or electricity needed. The solar water pump has a Water output of <strong>30</strong><strong>00 L/Hr</strong>,<strong> </strong> can  do  50 Meters pull depths ( Best for up to 150 feet well/borehole).
<strong>OTHER FEATURES:</strong>
<ul>
 	<li>Can pump water from a river<strong> </strong>at 3000 l/hr with fairly sloppy area for<strong> </strong>3 kilometers</li>
 	<li>No need for battery and solar controller</li>
 	<li>Can work with solar panels only ( 2 panels of 250 watts)</li>
 	<li>Can pump water from fairly sloppy area to  3 Kilometers</li>
 	<li>Does not need a controller</li>
 	<li>Should NOT be used with inverter</li>
 	<li>Can go dry without damage i.e no need for float switch</li>
 	<li>Product has a life span of 15-20Years</li>
 	<li>Solar-powered submersible pump suitable for wells and boreholes 4 inch diameter or larger.</li>
 	<li>No need for solar charge controller, i.e. connect the two wires of the pump directly to solar panel.</li>
 	<li>No need for float switch. The pump can run dry without damage. Profile</li>
 	<li>This pump is best for small/Medium sale use i.e where water requirement is between 10,000  to 15,000 liters per day.</li>
 	<li>Very good for irrigation</li>
</ul>
<h2 style=""font-weight: 500;"">Specifications</h2>
<h2 style=""font-weight: 500;"">Key Features</h2>
<ul>
 	<li>Easier Direct solar connection</li>
 	<li>Top Quality 100% copper</li>
 	<li>Use less solar panels</li>
 	<li>Higher Lift</li>
 	<li>Larger capacity</li>
 	<li>Does not need a controller</li>
 	<li>DC <strong>48</strong> <strong>Volts</strong></li>
 	<li>Powered by Solar panel :400<strong> </strong>Watts</li>
 	<li><strong>50 M</strong>etres pull dept</li>
</ul>
<h2 style=""font-weight: 500;"">What’s in the box</h2>
solar water pump with 20m cable
<h2 style=""font-weight: 500;"">Specifications</h2>
<ul>
 	<li><b>SKU</b>: RU045IP2O950VNAFAMZ</li>
 	<li><b>Model</b>: RUTAN PUMP 48V 400W HIGH LIFT SUBMASIVE PUMP</li>
 	<li><b>Size (L x W x H cm)</b>: 25*20*10</li>
 	<li><b>Weight (kg)</b>: 15</li>
 	<li><b>Main Material</b>: Stainless steel</li>
</ul>",,Published,,0,2024-08-22 05:22:04,1,open,,,,no,no,,24999,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,https://powertoolsplugke.co.ke/wp-content/uploads/2024/11/1-2024-08-22T082045.908.jpg ! alt :  ! title : 1 - 2024-08-22T082045.908 ! desc :  ! caption : ,,https://powertoolsplugke.co.ke/product/rutanpump-rutan-pump-48v-400w-high-lift-submasive-pump/,0,,,,,,,,,,,,,,simple,,Water Pumps,,,,,,,,,,,,,
Kunda 1500W High Lift 120m Submersible Direct Solar Pump With DC Connection,kunda-1500w-high-lift-120m-submersible-direct-solar-pump-with-dc-connection,,14628,"<div class=""card aim -mtm"">
<div class=""markup -mhm -pvl -oxa -sc"">

<strong>The 1500W High Lift 120m Submersible Direct Solar Pump with DC Connection</strong> is a powerful and reliable solution for pumping water from deep wells or boreholes. It is designed for use in remote locations where access to grid power is limited or non-existent, making it an ideal choice for farmers, ranchers, and rural communities.

This submersible pump is powered directly by solar energy and has a maximum lift of up to 110 meters. It is made with high-quality materials to ensure durability and reliability even in harsh conditions. The pump features a brushless DC motor that is efficient and produces low noise levels, making it a great choice for residential and commercial use.

This solar pump is easy to install and operate, and it requires minimal maintenance. It is designed to work with a solar panel array and a solar controller to ensure that it operates at maximum efficiency. With its high lift capacity and reliable performance, this submersible pump is an excellent choice for a wide range of water pumping applications.
<ul>
 	<li>High lift submersible solar pump</li>
 	<li>Direct solar pump</li>
 	<li>DC solar pump</li>
 	<li>1500W solar pump</li>
 	<li>Submersible water pump</li>
 	<li>Solar-powered water pump</li>
 	<li>Solar water pump for deep wells</li>
 	<li>Solar water pump for boreholes</li>
 	<li>Solar water pump for rural communities</li>
 	<li>Solar pump for agriculture</li>
</ul>
</div>
</div>
<section class=""card aim -mtm -fs16"">
<div id=""specifications"" class=""hook""></div>
<header class=""-pvs -bb"">
<h2 class=""-fs20 -m -phm -pvxs"">Specifications</h2>
</header>
<div class=""row -pas""><article class=""col8 -pvs"">
<div class=""card-b -fh"">
<h2 class=""hdr -upp -fs14 -m -pam"">Key Features</h2>
<div class=""markup -pam"">
<ul>
 	<li>Directly powered by solar energy</li>
 	<li>High lift capacity of up to 110 meters</li>
 	<li>Brushless DC motor for low noise and high efficiency</li>
 	<li>Easy to install and operate</li>
 	<li>Requires minimal maintenance</li>
 	<li>Made with high-quality materials for durability and reliability</li>
 	<li>Suitable for a wide range of water pumping applications.</li>
</ul>
</div>
</div>
</article><article class=""col8 -pvs"">
<div class=""card-b -fh"">
<h2 class=""hdr -upp -fs14 -m -pam"">What’s in the box</h2>
<div class=""markup -pam"">

water pump and cable

</div>
</div>
</article><article class=""col8 -pvs"">
<div class=""card-b -fh"">
<h2 class=""hdr -upp -fs14 -m -pam"">Specifications</h2>
<ul class=""-pvs -mvxs -phm -lsn"">
 	<li class=""-pvxs""><span class=""-b"">SKU</span>: GE840IP463M1UNAFAMZ</li>
 	<li class=""-pvxs""><span class=""-b"">Weight (kg)</span>: 10</li>
</ul>
</div>
</article></div>
</section>",,Published,,0,2024-08-22 05:33:02,1,open,,,,no,no,,49999,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,https://powertoolsplugke.co.ke/wp-content/uploads/2024/11/1-2024-08-22T083020.373.jpg ! alt :  ! title : 1 - 2024-08-22T083020.373 ! desc :  ! caption : ,,https://powertoolsplugke.co.ke/product/kunda-1500w-high-lift-120m-submersible-direct-solar-pump-with-dc-connection/,0,,,,,,,,,,,,,,simple,,Water Pumps,,,,,,,,,,,,,
Kunda 750W High Lift 90m Submersible Direct Solar Pump With DC Connection,kunda-750w-high-lift-90m-submersible-direct-solar-pump-with-dc-connection,,14631,"<div class=""card aim -mtm""><header class=""-pvs -bb"">
<h2 class=""-fs20 -m -phm -pvxs"">Product details</h2>
</header>
<div class=""markup -mhm -pvl -oxa -sc"">

<strong>The 750W High Lift 90m Submersible Direct Solar Pump with DC Connection</strong> is a powerful and reliable solution for pumping water from deep wells or boreholes. It is designed for use in remote locations where access to grid power is limited or non-existent, making it an ideal choice for farmers, ranchers, and rural communities.

This submersible pump is powered directly by solar energy and has a maximum lift of up to 90 meters. It is made with high-quality materials to ensure durability and reliability even in harsh conditions. The pump features a brushless DC motor that is efficient and produces low noise levels, making it a great choice for residential and commercial use.

This solar pump is easy to install and operate, and it requires minimal maintenance. It is designed to work with a solar panel array and a solar controller to ensure that it operates at maximum efficiency. With its high lift capacity and reliable performance, this submersible pump is an excellent choice for a wide range of water pumping applications.
<ul>
 	<li>High lift submersible solar pump</li>
 	<li>Direct solar pump</li>
 	<li>DC solar pump</li>
 	<li>750W solar pump</li>
 	<li>Submersible water pump</li>
 	<li>Solar-powered water pump</li>
 	<li>Solar water pump for deep wells</li>
 	<li>Solar water pump for boreholes</li>
 	<li>Solar water pump for rural communities</li>
 	<li>Solar pump for agriculture</li>
</ul>
</div>
</div>
<section class=""card aim -mtm -fs16"">
<div id=""specifications"" class=""hook""></div>
<header class=""-pvs -bb"">
<h2 class=""-fs20 -m -phm -pvxs"">Specifications</h2>
</header>
<div class=""row -pas""><article class=""col8 -pvs"">
<div class=""card-b -fh"">
<h2 class=""hdr -upp -fs14 -m -pam"">Key Features</h2>
<div class=""markup -pam"">
<ul>
 	<li>Directly powered by solar energy</li>
 	<li>High lift capacity of up to 90 meters</li>
 	<li>Brushless DC motor for low noise and high efficiency</li>
 	<li>Easy to install and operate</li>
 	<li>Requires minimal maintenance</li>
 	<li>Made with high-quality materials for durability and reliability</li>
 	<li>Suitable for a wide range of water pumping applications.</li>
</ul>
</div>
</div>
</article><article class=""col8 -pvs"">
<div class=""card-b -fh"">
<h2 class=""hdr -upp -fs14 -m -pam"">What’s in the box</h2>
<div class=""markup -pam"">

water pump, control box and cable

</div>
</div>
</article><article class=""col8 -pvs"">
<div class=""card-b -fh"">
<h2 class=""hdr -upp -fs14 -m -pam"">Specifications</h2>
<ul class=""-pvs -mvxs -phm -lsn"">
 	<li class=""-pvxs""><span class=""-b"">SKU</span>: GE840IP3SRADUNAFAMZ</li>
 	<li class=""-pvxs""><span class=""-b"">Weight (kg)</span>: 10</li>
</ul>
</div>
</article></div>
</section>",,Published,,0,2024-08-22 05:35:07,1,open,,,,no,no,,36999,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,https://powertoolsplugke.co.ke/wp-content/uploads/2024/11/1-2024-08-22T083020.373.jpg ! alt :  ! title : 1 - 2024-08-22T083020.373 ! desc :  ! caption : ,,https://powertoolsplugke.co.ke/product/kunda-750w-high-lift-90m-submersible-direct-solar-pump-with-dc-connection/,0,,,,,,,,,,,,,,simple,,Water Pumps,,,,,,,,,,,,,
"Royce 22m,2.0 Electrical Extension Cord Reel",royce-22m2-0-electrical-extension-cord-reel,,14633,"<div class=""card aim -mtm""><header class=""-pvs -bb"">
<h2 class=""-fs20 -m -phm -pvxs"">Product details</h2>
</header>
<div class=""markup -mhm -pvl -oxa -sc"">

The Powermate 25 &amp; 50m Extension Wire is a robust <strong>heavy-duty</strong> steel framed cable reel containing, 25 metres of 125 mmhigh-quality flex wire &amp; 50 metres of 250 mm high-quality flex, features a sturdy plug and two 240 V drum mounted outlets max load 13 AMP and trusted throughout the UK and Europe. Silverline’s comprehensive range of tools meets both current and future demands. This is an easy to carry and simple to operate, plug and play extension socket that enables users to easily connect and utilise power for up 25 &amp; 50m. These 25 &amp; 50m Silverline Extension cable can be used for your DIY home work, commerical use &amp; everyday use making it a convenient tool to have. This extension cable comes with a power reset button which helps protect any device connected from a power surge or over load.

</div>
</div>
<section class=""card aim -mtm -fs16"">
<div id=""specifications"" class=""hook""></div>
<header class=""-pvs -bb"">
<h2 class=""-fs20 -m -phm -pvxs"">Specifications</h2>
</header>
<div class=""row -pas""><article class=""col8 -pvs"">
<div class=""card-b -fh"">
<h2 class=""hdr -upp -fs14 -m -pam"">Key Features</h2>
<div class=""markup -pam"">

Specifications:

&nbsp;
<ul>
 	<li>Thermal overload protection with power reset button</li>
 	<li>Max load 13 A</li>
 	<li>Cable rewind handle</li>
 	<li>Stable base</li>
 	<li>Certified to BS EN 61242</li>
 	<li>25M Extrnsion</li>
 	<li>50M Extension</li>
 	<li></li>
</ul>
<h2>What’s in the box</h2>
1X Extension Cable Reel
<h2>Specifications</h2>
<ul>
 	<li><strong>SKU</strong>: RO941IP2</li>
 	<li><strong>Model</strong>: royce22m</li>
 	<li><strong>Size (L x W x H cm)</strong>: 22m,2mm</li>
 	<li><strong>Weight (kg)</strong>: 5</li>
 	<li><strong>Main Material</strong>: cable</li>
 	<li><strong>Care Label</strong>: 22m cable reels.</li>
</ul>
</div>
</div>
</article><article class=""col8 -pvs"">
<div class=""card-b -fh"">
<h2 class=""hdr -upp -fs14 -m -pam"">Specifications</h2>
<ul class=""-pvs -mvxs -phm -lsn"">
 	<li class=""-pvxs""><span class=""-b"">SKU</span>: GE840IP3EIGB4NAFAMZ</li>
</ul>
</div>
</article></div>
</section>",,Published,,0,2024-08-22 05:51:47,1,open,,,,no,no,,6999,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,https://powertoolsplugke.co.ke/wp-content/uploads/2024/11/1-2024-08-22T085046.471.jpg ! alt :  ! title : 1 - 2024-08-22T085046.471 ! desc :  ! caption : ,,https://powertoolsplugke.co.ke/product/royce-22m2-0-electrical-extension-cord-reel/,0,,,,,,,,,,,,,,simple,,Hardware Tools,,,,,,,,,,,,,
Royce Industrial Tig Heavy Duty Welding Machine,royce-industrial-tig-heavy-duty-welding-machine,,14636,"Advanced <b>IGBT inverter </b>technology, stable performance, 85% working efficiency, samll no-load lose ,easy to use, convenient to carry;
2.high duty cycle:100% in normal temperature(means it can continue working for 24 hours without stop), even in the temperature 40, it can arrive to 60% working in the full current
3.Precise control system: PWM Pulse Width Modulator, closed loop control system

&nbsp;

<strong>Inverter welder</strong>
Item no: RAC-400
Input voltage 220~230V
Frequency 50-60Hz
Input capacity:8.7 KVA
Current range: 20-300A.
Usable electrode:1.6-5.0mmAdvanced <b>IGBT inverter </b>technology, stable performance, 85% working efficiency, samll no-load lose ,easy to use, convenient to carry;

2.high duty cycle:100% in normal temperature(means it can continue working for 24 hours without stop), even in the temperature 40, it can arrive to 60% working in the full current
3.Precise control system: PWM Pulse Width Modulator, closed loop control system

&nbsp;

<strong>Inverter welder</strong>
Item no: RAC-400
Input voltage 220~230V
Frequency 50-60Hz
Input capacity:8.7 KVA
Current range: 20-300A.
Usable electrode:1.6-5.0mm",,Published,,0,2024-08-22 05:55:10,1,open,,,,no,no,,29999,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,https://powertoolsplugke.co.ke/wp-content/uploads/2024/11/1-2024-08-22T085251.020.jpg ! alt :  ! title : 1 - 2024-08-22T085251.020 ! desc :  ! caption : ,,https://powertoolsplugke.co.ke/product/royce-industrial-tig-heavy-duty-welding-machine/,0,,,,,,,,,,,,,,simple,,Welding Machines,,,,,,,,,,,,,
Total Inverter MMA welding machine 180A,total-inverter-mma-welding-machine-180a,,14642,"<div class=""card aim -mtm""><header class=""-pvs -bb"">
<h2 class=""-fs20 -m -phm -pvxs"">Product details</h2>
</header>
<div class=""markup -mhm -pvl -oxa -sc"">

IGBT inverter technology
Input voltage: 1~220-240V
Frequency: 50/60Hz
Output current: 15-180A
Duty cycle:180A@45%
LED display
No-load voltage: 89V
Max.output current: 180A
Diameter of electrode: 1.6-4.0mm
Anti-stick/Hot start/Arc-force
1 Pcs electrode holder with cable

</div>
</div>
<section class=""card aim -mtm -fs16"">
<div id=""specifications"" class=""hook""></div>
<header class=""-pvs -bb"">
<h2 class=""-fs20 -m -phm -pvxs"">Specifications</h2>
</header>
<div class=""row -pas""><article class=""col8 -pvs"">
<div class=""card-b -fh"">
<h2 class=""hdr -upp -fs14 -m -pam"">Key Features</h2>
<div class=""markup -pam"">

IGBT inverter technology
Input voltage: 1~220-240V
Frequency: 50/60Hz
Output current: 15-180A
Duty cycle:180A@45%
LED display
No-load voltage: 89V
Max.output current: 180A
Diameter of electrode: 1.6-4.0mm
Anti-stick/Hot start/Arc-force
1 Pcs electrode holder with cable

</div>
</div>
</article><article class=""col8 -pvs"">
<div class=""card-b -fh"">
<h2 class=""hdr -upp -fs14 -m -pam"">What’s in the box</h2>
<div class=""markup -pam"">

Inverter MMA welding  machine 180A

</div>
</div>
</article><article class=""col8 -pvs"">
<div class=""card-b -fh"">
<h2 class=""hdr -upp -fs14 -m -pam"">Specifications</h2>
<ul class=""-pvs -mvxs -phm -lsn"">
 	<li class=""-pvxs""><span class=""-b"">SKU</span>: TO466IP4BQIZ1NAFAMZ</li>
 	<li class=""-pvxs""><span class=""-b"">Weight (kg)</span>: 4</li>
</ul>
</div>
</article></div>
</section>",,Published,,0,2024-08-22 06:05:23,1,open,,,,no,no,,19999,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,https://powertoolsplugke.co.ke/wp-content/uploads/2024/11/1-2024-08-22T090427.560.jpg ! alt :  ! title : 1 - 2024-08-22T090427.560 ! desc :  ! caption : ,,https://powertoolsplugke.co.ke/product/total-inverter-mma-welding-machine-180a/,0,,,,,,,,,,,,,,simple,,Welding Machines,,,,,,,,,,,,,
Tk M12 Commercial Electric Meat Grinder / Mincer Sausage Filler Maker,tk-m12-commercial-electric-meat-grinder-mincer-sausage-filler-maker,,14645,";
<div class=""card aim -mtm""><header class=""-pvs -bb"">
<h2 class=""-fs20 -m -phm -pvxs"">Product details</h2>
</header>
<div class=""markup -mhm -pvl -oxa -sc"">
<ul>
 	<li>150kg Hourly Production Capacity</li>
 	<li>Heavy Duty Construction for Commercial Use</li>
 	<li>Quick Release Grinder-head Locking Mechanism for Double Secure</li>
 	<li>Easy Dismantling for Cleaning and Maintenance</li>
 	<li>Large Removable Feeding Tray</li>
 	<li>Non-slip Robust Rubber Feet Fitted</li>
 	<li>Feeding Plunger Included</li>
 	<li>Motor Power 750W</li>
 	<li>Production Capacity150KG/H</li>
 	<li>Speed of Blade190RPM</li>
</ul>
Grind beef for beautiful and delicious homemade loaves,hamburgers and sausages.Ergonomically designed crank handle turns effortlessly. Clamp on style easily attaches to any counter top. Disassembles for quick &amp; easy clean-up. Order online <strong>on Jumia Kenya</strong> and have it delivered at your doo</div>
</div>
<section class=""card aim -mtm -fs16"">
<div id=""specifications"" class=""hook""></div>
<header class=""-pvs -bb"">
<h2 class=""-fs20 -m -phm -pvxs"">Specifications</h2>
</header>
<div class=""row -pas""><article class=""col8 -pvs"">
<div class=""card-b -fh"">
<h2 class=""hdr -upp -fs14 -m -pam"">Key Features</h2>
<div class=""markup -pam"">
<ul>
 	<li>150kg Hourly Production Capacity</li>
 	<li>Heavy Duty Construction for Commercial Use</li>
 	<li>Quick Release Grinder-head Locking Mechanism for Double Secure</li>
 	<li>Easy Dismantling for Cleaning and Maintenance</li>
 	<li>Large Removable Feeding Tray</li>
 	<li>Non-slip Robust Rubber Feet Fitted</li>
 	<li>Feeding Plunger Included</li>
 	<li>Motor Power 750W</li>
 	<li>Production Capacity150KG/H</li>
</ul>
</div>
</div>
</article><article class=""col8 -pvs"">
<div class=""card-b -fh"">
<h2 class=""hdr -upp -fs14 -m -pam"">What’s in the box</h2>
<div class=""markup -pam"">1* meat mincer</div>
</div>
</article><article class=""col8 -pvs"">
<div class=""card-b -fh"">
<h2 class=""hdr -upp -fs14 -m -pam"">Specifications</h2>
<ul class=""-pvs -mvxs -phm -lsn"">
 	<li class=""-pvxs""><span class=""-b"">SKU</span>: TK143HL05H7D0NAFAMZ</li>
 	<li class=""-pvxs""><span class=""-b"">Size (L x W x H cm)</span>: 1</li>
 	<li class=""-pvxs""><span class=""-b"">Weight (kg)</span>: 12</li>
 	<li class=""-pvxs""><span class=""-b"">Main Material</span>: Stainless Steel</li>
</ul>
</div>
</article></div>
</section>",,Published,,0,2024-09-05 06:32:35,1,open,,,,no,no,,25999,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,https://powertoolsplugke.co.ke/wp-content/uploads/2024/11/1-2024-09-05T092035.534.jpg ! alt :  ! title : 1 - 2024-09-05T092035.534 ! desc :  ! caption : ,,https://powertoolsplugke.co.ke/product/tk-m12-commercial-electric-meat-grinder-mincer-sausage-filler-maker/,0,,,,,,,,,,,,,,simple,,Grinders,,,,,,,,,,,,,
Total 400W Aspirator Blower,total-400w-aspirator-blower,,14648,"Product details
voltage:220-240V~50/60Hz
Input power: 400W
No-load speed:14000rpm
Max blowing rate:3.0m³/min
With 1pcs dust bagmade of high quality material and engineering buy this item today
Specifications
Key Features
voltage:220-240V~50/60Hz
Input power:400W
No-load speed:14000rpm
Max blowing rate:3.0m³/min
With 1pcs dust bag
What’s in the box
one blower
Specifications
SKU: TO466EA0T69RUNAFAMZ
Size (L x W x H cm): 2*3*6
Weight (kg): 1.81
Main Material: plastic",,Published,,0,2024-09-09 06:09:56,1,open,,,,no,no,,4999,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,https://powertoolsplugke.co.ke/wp-content/uploads/2024/11/1-2024-09-09T090648.607.jpg ! alt :  ! title : 1 - 2024-09-09T090648.607 ! desc :  ! caption : ,,https://powertoolsplugke.co.ke/product/total-400w-aspirator-blower/,0,,,,,,,,,,,,,,simple,,Hardware Tools,,,,,,,,,,,,,
600W Electric Vacuum Blower MD-600,600watt-electric-vacuum-blower-md-600,,14651,"<div class=""card aim -mtm""><header class=""-pvs -bb"">
<h2 class=""-fs20 -m -phm -pvxs"">Product details</h2>
</header>
<div class=""markup -mhm -pvl -oxa -sc"">
<h1 class=""-fs20 -pts -pbxs"">Brand: MEAKIDA Model number: MD-600Input power and voltage: 400W and 220V-50-60HzMotor speed: -3/min Blower type: Air Blower Vacuum included: Yes Material: Plastic Body Color: Green and black Technology used: Powerful motor, Easy start Switch Detachable Nozzle: Yes Handle features: Easy Grip Handle Speed Settings: Yes Input power and voltage: 400W and 220V-50-60Hz Technology used: Powerful motor, Easy start Switch</h1>
</div>
</div>
<section class=""card aim -mtm -fs16"">
<div id=""specifications"" class=""hook""></div>
<header class=""-pvs -bb"">
<h2 class=""-fs20 -m -phm -pvxs"">Specifications</h2>
</header>
<div class=""row -pas""><article class=""col8 -pvs"">
<div class=""card-b -fh"">
<h2 class=""hdr -upp -fs14 -m -pam"">Key Features</h2>
<div class=""markup -pam"">
<ul>
 	<li>Input power and voltage: 600W and 220V-50-60Hz</li>
 	<li>Motor speed: 2.5M</li>
 	<li>3/min</li>
 	<li>Blower type: Air Blower</li>
 	<li>Vacuum included: Yes</li>
 	<li>Material: Plastic Body</li>
 	<li>Color: Green</li>
 	<li>Technology used: Powerful motor, Easy start Switch</li>
</ul>
</div>
</div>
</article><article class=""col8 -pvs"">
<div class=""card-b -fh"">
<h2 class=""hdr -upp -fs14 -m -pam"">Specifications</h2>
<ul class=""-pvs -mvxs -phm -lsn"">
 	<li class=""-pvxs""><span class=""-b"">SKU</span>: ME586EA1AVYTRNAFAMZ</li>
 	<li class=""-pvxs""><span class=""-b"">Model</span>: MD-600</li>
 	<li class=""-pvxs""><span class=""-b"">Size (L x W x H cm)</span>: 5x10x18</li>
 	<li class=""-pvxs""><span class=""-b"">Weight (kg)</span>: 1.6</li>
 	<li class=""-pvxs""><span class=""-b"">Main Material</span>: PVC</li>
 	<li class=""-pvxs""><span class=""-b"">Care Label</span>: Handle with care</li>
</ul>
</div>
</article></div>
</section>",,Published,,0,2024-09-09 06:14:02,1,open,,,,no,no,,3999,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,https://powertoolsplugke.co.ke/wp-content/uploads/2024/11/1-2024-09-09T091158.053.jpg ! alt :  ! title : 1 - 2024-09-09T091158.053 ! desc :  ! caption : ,,https://powertoolsplugke.co.ke/product/600watt-electric-vacuum-blower-md-600/,0,,,,,,,,,,,,,,simple,,Vacuum Cleaners,,,,,,,,,,,,,
